"","V1","V2","V3"
"1",NA,2001,401
"2","<U+25BA>",2002,NA
"3","<U+25BA><U+25BA>",2002,NA
"4","Sündmused maailmas",2002,1775
"5","Peep Kalv",2002,1086
"6","Aleksandr Prohhorov",2002,3085
"7","Cyrus Vance",2002,2027
"8","Camilo José Cela",2002,3104
"9","Luule Viilma",2002,3644
"10","Jack Shea",2002,785
"11","Pierre Bourdieu",2002,4762
"12","Robert Nozick",2002,2411
"13","Harald Uibo",2002,1536
"14","Astrid Lindgren",2002,29609
"15","Boris Kabur",2002,5587
"16","Arnold Soobel",2002,572
"17","Albert Enno Aaviksaar",2002,591
"18","Johannes Mikkola",2002,811
"19","Malta",2002,55095
"20","Boris Tamm",2002,3193
"21","Jüri Lass",2002,1287
"22","Pauline Elfriede Leps-Estam",2002,2116
"23","Siim Mandre",2002,872
"24","Zizinho",2002,54
"25","printsess Margaret",2002,NA
"26","Angola",2002,17819
"27","Chuck Jones",2002,1415
"28","Helga Viira",2002,1177
"29","Justin Ahomadegbé",2002,757
"30","Santiago Lovell",2002,472
"31","Natalja Derþavina",2002,252
"32","Agu Pilt",2002,1794
"33","Rauno Remme",2002,2309
"34","Heino Riomar",2002,771
"35","Duilio Bianchini",2002,616
"36","Hans-Georg Gadamer",2002,3088
"37","Billy Wilder",2002,2705
"38","Veena Räägel",2002,462
"39","Elizabeth Bowes-Lyon",2002,7906
"40","Simo Häyhä",2002,9612
"41","Mihkel Hennoste",2002,650
"42","Richard Joonas",2002,591
"43","Jelena Ventsel",2002,860
"44","Agathe Hiielo",2002,1048
"45","Thor Heyerdahl",2002,13246
"46","Ilmar Külvet",2002,2027
"47","Jüri Palm",2002,1714
"48","Barbie",2002,4031
"49","Boliivia",2002,19022
"50","Pim Fortuyn",2002,1674
"51","Xavier Montsalvatge",2002,934
"52","Eugen Sacharias",2002,3040
"53","Otar Lordkipanidze",2002,530
"54","Stephen Jay Gould",2002,1918
"55","Voldemar Tilk",2002,744
"56","Vitali Solomin",2002,2546
"57","Peruu",2002,28365
"58","Regîna Ezera",2002,876
"59","Endel Perem",2002,476
"60","Mare Põldmäe",2002,1299
"61","Enrique Regüeiferos",2002,494
"62","John Entwistle",2002,1051
"63","Ruuben Post",2002,1046
"64","Dominikaani Vabariigi",2002,NA
"65","Richard Võlli",2002,502
"66","Ruudi Toomsalu",2002,2039
"67","Eduardo Chillida",2002,1302
"68","Villu Aabne",2002,822
"69","Thomas Gordon",2002,999
"70","Diana Laev",2002,958
"71","Nobeli keemiaauhind",2002,9653
"72","Urmas Sepp",2002,1556
"73","Anu Anton",2002,4348
"74","Eugeniu Co<U+0219>eriu",2002,751
"75","Edgar Mattisen",2002,1213
"76","Péter Hajd<U+00FA>",2002,984
"77","Sergei Bodrov juunior",2002,810
"78","Peruu",2002,28365
"79","Werner Eberlein",2002,953
"80","Ray Conniff",2002,1454
"81","Lembit Kesa",2002,611
"82","Garth Underwood",2002,1463
"83","Micha<U+00ED>l Stasinópoulos",2002,661
"84","René Thom",2002,1398
"85","Valve Pormeister",2002,2829
"86","Arvi Järvekülg",2002,1499
"87","Aili Raendi",2002,1118
"88","Arsi Aarma",2002,1189
"89","James Coburn",2002,1337
"90","John Rawls",2002,3821
"91","Aare Mäemets",2002,1467
"92","Meta Vannas",2002,2772
"93","Heino Lepikson",2002,1521
"94","Helmut Raig",2002,799
"95","Laine Karindi",2002,1324
"96","Jerzy Adamski",2002,617
"97","Veste Paas",2002,952
"98","Andres Küng",2002,1595
"99","Raimond Otsman",2002,574
"100","Hanswilhelm Beil",2002,630
"101","The Clash",2002,2562
"102","Endel Mallene",2002,2641
"103","Omar Volmer",2002,4011
"104","Louis Laurie",2002,611
"105","<U+25BA>",2003,NA
"106","<U+25BA><U+25BA>",2003,NA
"107","Sündmused maailmas",2003,1775
"108","Elmar Loige",2003,990
"109","Puerto Rico",2003,19485
"110","Andres Skuin",2003,1702
"111","Külli Muna",2003,2478
"112","Argentina",2003,37733
"113","Gudmund Saxrud",2003,701
"114","Richard Crenna",2003,1022
"115","Paul Kuusberg",2003,5390
"116","Heikki Haravee",2003,1628
"117","Valeri Brumel",2003,2754
"118","Mihkel Pikner",2003,579
"119","Gustav Maarand",2003,738
"120","Ilan Ramon",2003,1040
"121","Aino Järvesoo",2003,2295
"122","Aino Järvesoo",2003,2295
"123","eesti",2003,49
"124","Andres Jüriado",2003,693
"125","Madonna",2003,1997
"126","lammas Dolly",2003,NA
"127","Maurice Blanchot",2003,1325
"128","Helle-Reet Helenurm",2003,10697
"129","Sirje Priimägi",2003,1084
"130","Fred Rogers",2003,760
"131","Fidel S<U+00E1>nchez Hern<U+00E1>ndez",2003,566
"132","Chris Brasher",2003,1277
"133","Ene Falkenberg",2003,1551
"134","Zoran <U+0110>in<U+0111>iã",2003,1199
"135","Elis Ask",2003,750
"136","Ita Saks",2003,3120
"137","Anton Mutt",2003,1255
"138","Michael Jeter",2003,881
"139","Harri Kõrvits",2003,8734
"140","Kôsei Matsui",2003,573
"141","Prantsusmaal",2003,NA
"142","Emil Loteanu",2003,772
"143","Aleksander Suuman",2003,7136
"144","Nina Simone",2003,1950
"145","Nobeli meditsiiniauhind",2003,971
"146","Yun Hyon-seok",2003,645
"147","Piet Roozenburg",2003,1004
"148","Ülo Lepp",2003,193
"149","André Muhirwa",2003,901
"150","Juha Tiainen",2003,369
"151","apartheidi",2003,NA
"152","Lõuna-Aafrika Vabariigis",2003,NA
"153","Tranquilo Capozzo",2003,559
"154","June Carter Cash",2003,2483
"155","Enn Rekkor",2003,1966
"156","Luciano Berio",2003,1853
"157","José Mar<U+00ED>a Moncada",2003,397
"158","Nicaragua",2003,16030
"159","Ilya Prigogine",2003,2873
"160","Eldur Parder",2003,1302
"161","Taimi Proos",2003,678
"162","Gérard Deledalle",2003,544
"163","Hein ten Hoff",2003,628
"164","Georg Henrik von Wright",2003,1791
"165","soomerootsi",2003,NA
"166","filosoof",2003,NA
"167","Arnold Ots",2003,465
"168","Ants Erm",2003,2882
"169","Katharine Hepburn",2003,4176
"170","Ilme-Luule Puussaar",2003,541
"171","Buddy Hackett",2003,788
"172","Ilse Erm",2003,1605
"173","Juri Ðtðekotðihhin",2003,1042
"174","André Claveau",2003,1762
"175","Éva Janikovszky",2003,1709
"176","Roberto Bola<U+00F1>o <U+00C1>valos",2003,1078
"177","Jüri Vetemaa",2003,1111
"178","Arvo Niitenberg",2003,1562
"179","Walter Zapp",2003,5468
"180","Lauri Aus",2003,6192
"181","soome",2003,5
"182","Linda Alekõrs",2003,584
"183","Sam Phillips",2003,1025
"184","Marie Trintignant",2003,1751
"185","Kalev Koger",2003,1123
"186","Pål Arne Fagernes",2003,515
"187","Gennadi Olenev",2003,741
"188","Ahti Nurmis",2003,3830
"189","Walter Ong",2003,423
"190","Payao Poontarat",2003,487
"191","Idi Amin",2003,6203
"192","Evald Jaagus",2003,858
"193","Vladim<U+00ED>r Vað<U+00ED>èek",2003,553
"194","Donald Davidson",2003,2245
"195","Charles Bronson",2003,3040
"196","Ilo Käbin",2003,1141
"197","viiuldaja",2003,NA
"198","Rudolf Rimmel",2003,7381
"199","Villem Kinnas",2003,1534
"200","Tiit Purre",2003,590
"201","Leni Riefenstahl",2003,3982
"202","saksa",2003,NA
"203","reþissöör",2003,NA
"204","fotograaf",2003,4
"205","Rootsi",2003,96485
"206","Johnny Cash",2003,12818
"207","Aleksei Paivel",2003,751
"208","Valve Janov",2003,2171
"209","eesti",2003,49
"210","Derek Prince",2003,1992
"211","Edward Said",2003,2266
"212","Palestiina",2003,23512
"213","Briti",2003,2117
"214","Olle Anderberg",2003,703
"215","afroameerika",2003,NA
"216","tennise",2003,NA
"217","Arkansase",2003,NA
"218","Lehti Metsaalt",2003,1363
"219","Riho Mägi",2003,788
"220","L<U+00E1>szló Papp",2003,1438
"221","hispaania",2003,61
"222","Bosnia ja Hertsegoviina",2003,28308
"223","Aksel Orav",2003,4495
"224","Mart-Ivo Eller",2003,463
"225","David Dacko",2003,1166
"226","Mihkel Mathiesen",2003,3322
"227","Isi Trapido",2003,1624
"228","Viktor Kapp",2003,1238
"229","hispaania",2003,61
"230","Tiiu Aru",2003,1017
"231","Harald Männik",2003,1037
"232","Teodors Íirsis",2003,744
"233","Heyd<U+0259>r <U+018F>liyev",2003,2087
"234","Mâris Èaklais",2003,705
"235","Edgar Vaalgamaa",2003,892
"236","Juri Prokopjev",2003,474
"237","Heldur Palli",2003,1216
"238","Linda Viiding",2003,2659
"239","eesti",2003,49
"240","Kataloonias",2003,NA
"241","Rein Helme",2003,8073
"242","eesti",2003,49
"243","Terje Soots",2003,2437
"244","eesti",2003,49
"245","Surnud 2004",2003,2060
"246","<U+25BA>",2004,NA
"247","<U+25BA><U+25BA>",2004,NA
"248","Sündmused maailmas",2004,1775
"249","Etta Moten Barnett",2004,1059
"250","Kemal el-Sheik",2004,597
"251","Egiptuse",2004,NA
"252","filmireþissöör",2004,NA
"253","Puerto Ricos",2004,NA
"254","John Willard Toland",2004,952
"255","gospellaulja",2004,NA
"256","Jeff Nuttall",2004,843
"257","briti",2004,NA
"258","Elmar Kull",2004,2308
"259","Eesti Evangeelse Luterliku Kiriku",2004,NA
"260","pesapallitäht",2004,NA
"261","Charles Dumas",2004,1034
"262","Toos Goorhuis-Tjalsma",2004,514
"263","Hollandi",2004,NA
"264","matkaraja",2004,NA
"265","Pieterpad",2004,669
"266","poola",2004,7
"267","rootsi",2004,14
"268","Dominica",2004,13170
"269","rootsi",2004,14
"270","jäähokimängija",2004,NA
"271","itaalia",2004,7
"272","rootsi",2004,14
"273","Alexandra Ripley",2004,1164
"274","Saksa",2004,2850
"275","Evald Rajavee",2004,702
"276","Harold Shipman",2004,1956
"277","briti",2004,NA
"278","norra",2004,6
"279","Kataloonia",2004,39701
"280","Hollandi",2004,NA
"281","Saksamaal",2004,NA
"282","itaalia",2004,7
"283","Antoni Czortek",2004,606
"284","Kanada",2004,66962
"285","Kalevi Sorsa",2004,2463
"286","Soome",2004,127364
"287","Puerto Rico",2004,19485
"288","Indoneesia",2004,81174
"289","poksija",2004,NA
"290","Austraalia",2004,82705
"291","kriketimängija",2004,NA
"292","August Pruuel",2004,636
"293","Harald Tannberg",2004,1472
"294","Vambola Tõnissoo",2004,492
"295","Helmut Newton",2004,2657
"296","Vassili Mitrohhin",2004,1469
"297","Hollandi",2004,NA
"298","Miklós Fehér",2004,1034
"299","Ungari",2004,52871
"300","Heldia Estam",2004,1235
"301","eesti",2004,49
"302","Emil Laansoo",2004,3132
"303","Jack Paar",2004,718
"304","ðoti",2004,NA
"305","Eeva Joenpelto",2004,1309
"306","ragbimängija",2004,NA
"307","briti",2004,NA
"308","Helge Seip",2004,555
"309","Norra",2004,77046
"310","Uus-Meremaa",2004,46386
"311","vene",2004,NA
"312","Carnegie Halli",2004,NA
"313","Henn Mikkin",2004,1693
"314","eesti",2004,49
"315","psühholoog",2004,4
"316","Raimund Räämet",2004,739
"317","Läti",2004,101382
"318","korvpallur",2004,NA
"319","Poola",2004,82918
"320","ohvitser",2004,NA
"321","spioon",2004,NA
"322","Zelimhan Jandarbijev",2004,1883
"323","itaalia",2004,7
"324","Belgia",2004,58981
"325","Hasse Ekman",2004,655
"326","Shirley De La Hunty-Strickland",2004,1544
"327","Bob Bednarski",2004,701
"328","Bagrat Ðinkuba",2004,837
"329","Makedoonia",2004,31040
"330","Adolf Ehrnrooth",2004,1639
"331","Soome",2004,127364
"332","Andres Nuiamäe",2004,1760
"333","vene",2004,NA
"334","Lia Nappa",2004,652
"335","Kalev Raave",2004,3417
"336","EELK",2004,4740
"337","Aleksander-Henn Schipai",2004,714
"338","ukraina",2004,11
"339","norra",2004,6
"340","tðehhi",2004,NA
"341","Lembe Hiedel",2004,2083
"342","Ene Aurik",2004,817
"343","Nobeli keemiaauhind",2004,9653
"344","Aleksander Elango",2004,2815
"345","eesti",2004,49
"346","Eerik Teder",2004,2398
"347","Juliana",2004,1561
"348","Aavo Otsar",2004,665
"349","prantsuse",2004,NA
"350","Peter Ustinov",2004,2756
"351","Meinhard Karelson",2004,740
"352","Vene",2004,5970
"353","Larissa Bogoraz",2004,1618
"354","Hugo-Herbert Artma",2004,705
"355","Thomas Winner",2004,592
"356","Peeter Lõuk",2004,1730
"357","Lia Laats",2004,15255
"358","eesti",2004,49
"359","näitleja",2004,NA
"360","Ilo Aasa",2004,796
"361","maffiategelane",2004,NA
"362","Julius Ridal",2004,656
"363","sloveeni",2004,NA
"364","ðveitsi",2004,NA
"365","prantsuse",2004,NA
"366","Briti",2004,2117
"367","pesapallimängija",2004,NA
"368","briti",2004,NA
"369","Jamaica",2004,22756
"370","dþäss",2004,10
"371","kitarrist",2004,4
"372","norra",2004,6
"373","vesternite",2004,NA
"374","poola",2004,7
"375","Iraagis",2004,NA
"376","Iraagis",2004,NA
"377","Ahmat Kadõrov",2004,3561
"378","Tðetðeeni Vabariigi",2004,NA
"379","Lõuna-Aafrika Vabariigi",2004,NA
"380","Alexander Skutch",2004,597
"381","Gunnar Graps",2004,16784
"382","Otto Taur",2004,750
"383","Ramón Margalef",2004,606
"384","Leida Leivategija",2004,756
"385","Werner Tübke",2004,852
"386","Voldemar Eller",2004,2552
"387","bulgaaria",2004,1
"388","Ronald Reagan",2004,17788
"389","poliitik",2004,1
"390","Edgar Kõrver",2004,545
"391","Ray Charles",2004,4249
"392","Xenofón Zolótas",2004,925
"393","Alo Raun",2004,1977
"394","Milvi Koidu",2004,1339
"395","A. H. Tammsaare",2004,63345
"396","Ott Arder",2004,14146
"397","Marlon Brando",2004,5927
"398","Henno Käo",2004,16197
"399","eesti",2004,49
"400","Andrian Nikolajev",2004,2188
"401","kosmonaut",2004,1
"402","Austria",2004,61639
"403","Rain Vehik",2004,650
"404","Teet Kuusmaa",2004,896
"405","eesti",2004,49
"406","jäähokimängija",2004,NA
"407","Elmar Vasar",2004,1058
"408","Veera Saar",2004,11111
"409","Mai Mering",2004,1735
"410","Asta Blumenfeld",2004,951
"411","Francis Crick",2004,4164
"412","Philip Hauge Abelson",2004,926
"413","Heinrich Mark",2004,6345
"414","Henri Cartier-Bresson",2004,1775
"415","Otto Kranzbühler",2004,818
"416","Czesùaw Miùosz",2004,4134
"417","poola",2004,7
"418","Eesti Kristliku Nelipühi Kiriku",2004,NA
"419","piiskop",2004,2
"420","Leevi Selliov",2004,643
"421","Elizabeth Kübler-Ross",2004,1279
"422","Laura Branigan",2004,2855
"423","Põhja-Korea",2004,46582
"424","Kim Ch<U+014F>ng-ili",2004,NA
"425","Kalev Urbanik",2004,994
"426","Juhan Suurkivi",2004,835
"427","Evi Rauer",2004,2642
"428","Heino Tooming",2004,1035
"429","Kalmer Tennosaar",2004,9435
"430","Fran<U+00E7>oise Sagan",2004,2016
"431","Christl Cranz",2004,993
"432","Rutt Koppel",2004,587
"433","Christer Pettersson",2004,2903
"434","Olof Palme",2004,5597
"435","Ellen Plotnik",2004,767
"436","Mildred McDaniel",2004,1005
"437","Robert Vaidlo",2004,4339
"438","Jüri Papstel",2004,610
"439","Janet Leigh",2004,1148
"440","Gordon Cooper",2004,1204
"441","Liia Leetmaa",2004,2016
"442","Rein Pähkla",2004,520
"443","Jacques Derrida",2004,5555
"444","Christopher Reeve",2004,3493
"445","Arthur H. Robinson",2004,1236
"446","Lüüdia Vallimäe-Mark",2004,2022
"447","Rudolf Alari",2004,1456
"448","Aino Kumari",2004,750
"449","Olev Vestmann",2004,4610
"450","Artur Saat",2004,565
"451","Paul Liitoja",2004,656
"452","Antoine Abel",2004,1121
"453","Evald Saag",2004,3524
"454","Maaja Ranniku",2004,1851
"455","Andres Vanapa",2004,6852
"456","Printsess Alice",2004,NA
"457","Rein Otsason",2004,3341
"458","Valentin Nikolajev",2004,532
"459","Theo van Gogh",2004,1262
"460","Aksel Koppel",2004,1303
"461","Toomas Kelder",2004,1135
"462","Ants Tauts",2004,655
"463","Stieg Larsson",2004,5489
"464","Iris Chang",2004,1398
"465","Loreida Raudsep",2004,639
"466","Ol' Dirty Bastard",2004,1375
"467","Mikael Ljungberg",2004,611
"468","Mihkel Hansen",2004,2234
"469","Guido Paalme",2004,680
"470","Eino Pillikse",2004,963
"471","Hannes Walter",2004,2655
"472","Arvo Mägi",2004,9113
"473","Gunder Hägg",2004,1219
"474","Concordia Ulas-Klar",2004,304
"475","Hollandi",2004,NA
"476","Beatrixi",2004,NA
"477","Esko Tasa",2004,1915
"478","Dimebag Darrell",2004,1754
"479","Lembit Kriisa",2004,789
"480","George Hunter",2004,541
"481","Elmar Runge",2004,1029
"482","Robert Simson",2004,579
"483","Vello Vensel",2004,1665
"484","Jaan Tepandi",2004,913
"485","Gleb Bichele",2004,922
"486","Susan Sontag",2004,2357
"487","Surnud 2005",2004,2523
"488","<U+25BA>",2005,NA
"489","<U+25BA><U+25BA>",2005,NA
"490","Sündmused maailmas",2005,1775
"491","Joanna Lossow",2005,538
"492","Frank Harary",2005,944
"493","Nelson Mandela",2005,12493
"494","AIDS",2005,15928
"495","Rosemary Kennedy",2005,1946
"496","Aksella Luts",2005,2045
"497","Joséphine-Charlotte",2005,752
"498","Silvia Jõgever",2005,2221
"499","Muhammad Ali",2005,12563
"500","Edmund Valtman",2005,2913
"501","Malle Mõistlik",2005,628
"502","Helmut von Uexküll",2005,489
"503","Arthur Võõbuse",2005,NA
"504","Tanni Kents",2005,1309
"505","Kaljo Raid",2005,1633
"506","Richard Nixoni",2005,NA
"507","Karl Karlson",2005,968
"508","Benita Vomm",2005,1064
"509","Kalju Nagel",2005,1221
"510","Ernst Mayr",2005,2682
"511","Gunnar Neeme",2005,2259
"512","Zurab Þvania",2005,1596
"513","Edith Randam-Rogers",2005,617
"514","Fääri saarte",2005,NA
"515","Laurie Aarons",2005,620
"516","Olev Rais",2005,579
"517","Vaime Kabur",2005,926
"518","Arthur Miller",2005,4057
"519","Aino Asszonyi",2005,1387
"520","Liisi Vilt",2005,765
"521","Hunter S. Thompson",2005,2810
"522","Sandra Dee",2005,1454
"523","Hendrik Juurikas",2005,1118
"524","Madis Ainso",2005,1207
"525","Josette Rey-Debove",2005,590
"526","Kurt Kreuger",2005,172
"527","Ado Tamm",2005,561
"528","Eevi Valdov",2005,744
"529","Heino Gustavson",2005,3024
"530","Hans Bethe",2005,525
"531","Zinaida Saar",2005,606
"532","Aslan Mashadov",2005,2563
"533","Akira Yoshizawa",2005,844
"534","Rudolf Bruus",2005,1681
"535","George F. Kennan",2005,2113
"536","Heino Viks",2005,695
"537","Aino Külvand",2005,1181
"538","Mare Kandre",2005,793
"539","Riho Laanemäe",2005,1000
"540","Aivo Lõhmus",2005,3068
"541","Alan Dundes",2005,876
"542","Emil Dimitrov",2005,1446
"543","Rein Tuus",2005,2571
"544","Johannes Paulus II",2005,12468
"545","Mait Mihkel Mathiesen",2005,942
"546","Saul Bellow",2005,5422
"547","Monaco",2005,30036
"548","Rainier III",2005,3546
"549","Andrea Dworkin",2005,1966
"550","Herbert Kuurme",2005,2377
"551","Ea Jansen",2005,2853
"552","Lew R. Berg",2005,1909
"553","Uuno Öpik",2005,946
"554","Kaarel Kilvet",2005,7354
"555","Karl Kont",2005,680
"556","Monica Zetterlund",2005,254
"557","Eduard Vääri",2005,2490
"558","Ülo Pavel",2005,594
"559","Paul Ric<U+0153>ur",2005,2028
"560","Olav Neuland",2005,3297
"561","Albert Anni",2005,240
"562","Tooni Tonto",2005,275
"563","Viktor Maamägi",2005,1575
"564","Heinz von zur Mühlen",2005,1390
"565","Tallinnas",2005,NA
"566","Münchenis",2005,NA
"567","Rolf Uusväli",2005,3236
"568","Paul Põldoja",2005,412
"569","Jack Kilby",2005,4406
"570","Olga Lauristin",2005,7474
"571","Suorun Omolloon",2005,343
"572","Tõnno Lepmets",2005,1206
"573","Domino Harvey",2005,969
"574","Tuui Koort",2005,1170
"575","Gerard Bond",2005,565
"576","Claude Simon",2005,3235
"577","Juri Anduganov",2005,815
"578","Kl<U+00E1>ra Jarunkov<U+00E1>",2005,681
"579","Alain Bombard",2005,1470
"580","Elvi Pirk",2005,867
"581","Jaakko Kaurinkoski",2005,805
"582","Edward Crook",2005,821
"583","Helmi Rajamaa",2005,813
"584","Benjamin Karim",2005,550
"585","Ruth Peramets-Püss",2005,3364
"586","Gunnar Kilgas",2005,9170
"587","Vizma Belðevica",2005,619
"588","Colette Besson",2005,1171
"589","Laine Hone",2005,1132
"590","Jüri Kurul",2005,843
"591","Aleksandr Gomelski",2005,1635
"592","Elza Radziòa",2005,2563
"593","Mati Unt",2005,23365
"594","Rosa Parks",2005,4493
"595","Aleksander Rjabov",2005,2242
"596","Jude Wanniski",2005,634
"597","Jaan Kiivit juunior",2005,3298
"598","Johannes Lepiksaar",2005,879
"599","Harald Leppikson",2005,1342
"600","Steve de Shazer",2005,390
"601","Michael Park",2005,1631
"602","Markko Märtini",2005,NA
"603","Simon Wiesenthal",2005,1882
"604","Vambola Laanmäe",2005,477
"605","Ants Mellik",2005,51
"606","Eero Tarjus",2005,889
"607","Ülo Rannaste",2005,684
"608","Urie Bronfenbrenner",2005,3606
"609","Ronald Golias",2005,724
"610","Ivar Ugi",2005,1243
"611","Leo Leiv",2005,438
"612","Ralf Toming",2005,1044
"613","Arnold Keyserling",2005,1168
"614","Veronika Dari",2005,2882
"615","Eevald Äärma",2005,788
"616","Matti Wuori",2005,538
"617","Ba Jin",2005,1441
"618","Aleksandr Jakovlev",2005,3242
"619","Märt Tiru",2005,2091
"620","Liis Bender",2005,1540
"621","Tara Correa-McMullen",2005,1687
"622","Stella Obasanjo",2005,736
"623","Rosa Parks",2005,4493
"624","Osvald Timmas",2005,1294
"625","Natan Elðtein",2005,818
"626","John Fowles",2005,3413
"627","Agne Trummal",2005,819
"628","Mihhail Gasparov",2005,917
"629","Ethel Brafmann",2005,875
"630","Kocheril Raman Narayanan",2005,1091
"631","Karl Tihase",2005,1292
"632","Gustav Aarestrup",2005,452
"633","Erik Balling",2005,1286
"634","Ingvil Aarbakke",2005,668
"635","George Best",2005,3819
"636","Põhja-Iiri",2005,810
"637","Richard Burns",2005,3944
"638","Vladimir Toporov",2005,955
"639","Valdek Raiend",2005,660
"640","Juura Kallari",2005,789
"641","Annette Vadim",2005,728
"642","Haljand Udam",2005,3934
"643","Georg Johannesen",2005,579
"644","Birgit Nilsson",2005,1290
"645","Valdo Heinla",2005,793
"646","Surnud 2006",2005,3900
"647","<U+25BA>",2006,NA
"648","<U+25BA><U+25BA>",2006,NA
"649","Sündmused maailmas",2006,1775
"650","Avo Pihti",2006,NA
"651","August Jurs",2006,964
"652","Mikk Mikiver",2006,21517
"653","Cleon Skousen",2006,614
"654","Lisa Gelius",2006,841
"655","Antonie Soonpää",2006,978
"656","Johannes Mikkel",2006,1503
"657","Dave Lepard",2006,892
"658","Ibrahim Rugova",2006,1878
"659","Henn Salum",2006,574
"660","Johannes Rau",2006,2052
"661","Martin Luther Kingi",2006,NA
"662","Eugenia Basilewsky",2006,704
"663","Ants Ilus",2006,564
"664","Reinhart Koselleck",2006,1377
"665","Benito Mussolini",2006,17895
"666","Clint Eastwoodi",2006,NA
"667","Betty Friedan",2006,1485
"668","Palestiina",2006,23512
"669","Puerto Rico",2006,19485
"670","Tuneesia",2006,21006
"671","Ibolya Cs<U+00E1>k",2006,1290
"672","Peter Strawson",2006,937
"673","Ülo Kurvits",2006,1465
"674","Belgia",2006,58981
"675","Jevgeni Samoilov",2006,963
"676","Austraalia",2006,82705
"677","Bill Clintoni",2006,NA
"678","Serbia",2006,33026
"679","Kalev Tammin",2006,1398
"680","Singapuri",2006,NA
"681","Komooride",2006,NA
"682","Euroopa Kosmoseagentuuri",2006,NA
"683","Jaak Lõhmus",2006,1213
"684","Don Knotts",2006,913
"685","Esimeses maailmasõjas",2006,NA
"686","Seattle",2006,9915
"687","Austria",2006,61639
"688","Owen Chamberlain",2006,2855
"689","Nobeli füüsikaauhinna",2006,NA
"690","Belfasti",2006,NA
"691","Titanicu",2006,NA
"692","New Mexico",2006,8208
"693","Harry Browne",2006,1774
"694","Bulgaaria",2006,51877
"695","Poola",2006,82918
"696","California",2006,46269
"697","Valter Heuer",2006,1869
"698","Austria",2006,61639
"699","Viini",2006,NA
"700","Elvis Presley",2006,21228
"701","Edgar Valter",2006,15115
"702","rastafari",2006,NA
"703","Bob Marley",2006,11063
"704","Milan Babiã",2006,1005
"705","Horvaatia",2006,70719
"706","Hiina",2006,74802
"707","Iser Kuperman",2006,1985
"708","Iraagi",2006,NA
"709","Christopher Reeve",2006,3493
"710","Mehhiko",2006,50321
"711","Mali",2006,19876
"712","Silvi Ait",2006,1519
"713","Pavel Bogovski",2006,1948
"714","Suurbritannia",2006,89588
"715","Uus-Meremaa",2006,46386
"716","John Profumo",2006,1422
"717","Kanada",2006,66962
"718","Saskatchewani provintsi",2006,NA
"719","Argentina",2006,37733
"720","Slobodan Miloðeviã",2006,4344
"721","Serbia",2006,33026
"722","Jugoslaavia",2006,19831
"723","IAAFi",2006,NA
"724","Ülo Tootsen",2006,1635
"725","Olimar Kallas",2006,3403
"726","Lennart Meri",2006,65798
"727","Geórgios R<U+00E1>llis",2006,975
"728","Kreeka",2006,72102
"729","Vatikan",2006,35775
"730","Rootsi",2006,96485
"731","Oleg Sõlg",2006,6253
"732","Renno Rumm",2006,919
"733","Salme Valgemäe",2006,1811
"734","Malaisia",2006,29253
"735","India",2006,67739
"736","Ðoti",2006,NA
"737","Zimbabwe",2006,17239
"738","Hollandi",2006,NA
"739","Mauritiuse",2006,NA
"740","Prantsusmaa",2006,96819
"741","Saksa",2006,2850
"742","Vabariikliku Partei",2006,NA
"743","Benno Leesik",2006,1790
"744","Kaitseliidu",2006,NA
"745","Saudi Araabia",2006,30625
"746","Kalju Leht",2006,1416
"747","Rahvusvahelise Olümpiakomitee",2006,NA
"748","India",2006,67739
"749","Egiptuse",2006,NA
"750","Stanisùaw Lem",2006,10066
"751","Peter Wells",2006,453
"752","India",2006,67739
"753","Venemaa",2006,128157
"754","Dzerþinski",2006,417
"755","Claus von Stauffenbergi",2006,NA
"756","Suurbritannia",2006,89588
"757","Jüri Rebane",2006,850
"758","Kentucky",2006,8767
"759","Saksa",2006,2850
"760","Peeter Kard",2006,4259
"761","Põhja-Iirimaa",2006,18286
"762","Ellinor Piipuu",2006,2636
"763","Imme Viidalepp",2006,589
"764","Anne Skrõpnik",2006,538
"765","Proof",2006,1946
"766","Shekhar Mehta",2006,951
"767","Keenia",2006,23725
"768","Paapua Uus-Guinea",2006,14934
"769","Argentina",2006,37733
"770","Kosovo",2006,27676
"771","Olaf Prinits",2006,1281
"772","Lõuna-Aafrika Vabariigi",2006,NA
"773","Soome",2006,127364
"774","Grady McWhiney",2006,531
"775","Joseph Vissers",2006,521
"776","Põhja-Carolina",2006,8361
"777","Elizabeth II",2006,57972
"778","Iraagis",2006,NA
"779","Austraalia",2006,82705
"780","Guyana",2006,13263
"781","Uus-Meremaa",2006,46386
"782","Teise maailmasõja",2006,NA
"783","Malaisia",2006,29253
"784","Tue Thomsen",2006,403
"785","Virginia",2006,11117
"786","Bangladeshi",2006,NA
"787","Hispaania",2006,100710
"788","Walesi",2006,NA
"789","Voldemar Miller",2006,2851
"790","Iisraeli",2006,NA
"791","John Kerry",2006,4798
"792","Rumeenia",2006,52738
"793","Pramoedya Ananta Toer",2006,1139
"794","Ra<U+00FA>l Francisco Primatesta",2006,558
"795","Argentina",2006,37733
"796","soome",2006,5
"797","Austraalia",2006,82705
"798","Queenslandi",2006,NA
"799","Eesti",2006,502828
"800","ðveitsi",2006,NA
"801","itaalia",2006,7
"802","austria",2006,3
"803","Gabino Rey",2006,622
"804","hispaania",2006,61
"805","Hondurase",2006,NA
"806","ungari",2006,6
